set,cardNumber,name,category,bucket,capabilities,unmappedOps,reasons,effectText
OP12,OP12-015,Monkey.D.Luffy,character,needsPrimitive,addPower+playFromHand+giveDon,,combined-total-gate,"If you have a total of 2 or more given DON!! cards, this Character gains +2000 power.[On Play] You may reveal 2 Events from your hand: Play up to 1 red Character card with 3000 power or less from your hand. Then, give up to 1 rested DON!! card to your Leader or 1 of your Characters."
OP12,OP12-016,To Never Doubt--That Is Power!,event,needsPrimitive,addPower,unrecognized,negate-effect,[Main] You may give 2 active DON!! cards to 1 of your [Silvers Rayleigh]: Your opponent cannot activate [Blocker] when the card given these DON!! cards attacks during this turn.[Counter] Up to 1 of your Characters or [Silvers Rayleigh] gains +2000 power during this battle.
OP12,OP12-017,Color of Observation Haki,event,needsPrimitive,searchTopDeck,unrecognized,,"[Main] You may give 1 active DON!! card to 1 of your [Silvers Rayleigh]: Look at 4 cards from the top of your deck; reveal up to 1 red Event or up to 1 Character card with a cost of 3 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP12,OP12-018,Color of the Supreme King Haki,event,expressible,addPower+rest,,,"[Counter] Up to 1 of your Characters or [Silvers Rayleigh] gains +2000 power during this battle. Then, you may rest 1 of your DON!! cards. If you do, give your opponent's Leader and all of their Characters −1000 power during this turn."
OP12,OP12-019,Color of Arms Haki,event,expressible,addPower,,,[Main] You may give 1 active DON!! card to 1 of your [Silvers Rayleigh]: Up to 1 of your Leader or Character cards gains +1000 power during this turn.[Counter] Up to 1 of your Characters or [Silvers Rayleigh] gains +2000 power during this battle.
OP12,OP12-020,Roronoa Zoro,leader,needsPrimitive,,unrecognized,attack-restriction,"[DON!! x3] [Activate: Main] [Once Per Turn] If this Leader battles your opponent's Character during this turn, set this Leader as active. Then, this Leader cannot attack your opponent's Characters with a base cost of 7 or less during this turn."
OP12,OP12-021,Ipponmatsu,character,needsPrimitive,,unrecognized,,"If your Leader has the <Slash> attribute and you have 6 or more rested DON!! cards, this Character cannot be rested by your opponent's effects.[Blocker]"
OP12,OP12-022,Inuarashi,character,expressible,rest,,,[Activate: Main] You may rest this Character: Up to 1 of your opponent's rested Characters with a cost of 5 or less will not become active in your opponent's next Refresh Phase.
OP12,OP12-024,Gyukimaru,character,needsPrimitive,rest,unrecognized,combined-total-gate+negate-effect,"If this Character is active, this Character cannot be K.O.'d by your opponent's effects.[When Attacking] If you have a total of 3 or more given DON!! cards, rest up to 1 of your opponent's Characters with a base cost of 6 or less."
OP12,OP12-026,Kuina,character,expressible,rest+giveDon,,,"[Activate: Main] You may rest this Character: Rest up to 1 of your opponent's Characters with a base cost of 4 or less. Then, give up to 3 rested DON!! cards to your [Roronoa Zoro] Leader."
OP12,OP12-027,Koushirou,character,defer,rest,,replacement-effect,"If your <Slash> attribute Character with a cost of 5 or less other than this Character would be K.O.'d by your opponent's effect, you may rest this Character instead.[Blocker]"
OP12,OP12-028,Kouzuki Hiyori,character,needsPrimitive,rest+searchTopDeck,unrecognized,,"[Activate: Main] You may rest 1 of your DON!! cards and this Character: If your Leader is [Roronoa Zoro], look at 5 cards from the top of your deck; reveal up to 1 <Slash> attribute card or green Event and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP12,OP12-034,Perona,character,needsPrimitive,searchTopDeck,unrecognized,,"[On Play] If your Leader has the <Slash> attribute, look at 5 cards from the top of your deck; reveal up to 1 <Slash> attribute card or green Event and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP12,OP12-036,Roronoa Zoro,character,expressible,addPower,,,"This card in your hand cannot be played by effects.If your Leader has the <Slash> attribute, this Character cannot be K.O.'d in battle by <Slash> attribute cards and gains +1000 power."
OP12,OP12-037,Demon Aura Nine Sword Style Asura Blades Drawn Dead Man's Game,event,needsPrimitive,rest+addPower,,combined-total-gate,[Main] You may rest 3 of your DON!! cards: Rest up to a total of 2 of your opponent's Characters or DON!! cards.[Counter] Your Leader gains +3000 power during this battle.
OP12,OP12-040,Kuzan,leader,defer,,unrecognized,dynamic-scaling,"When a card is trashed from your hand by your {Navy} type card's effect, draw cards equal to the number of cards trashed."
OP12,OP12-048,Donquixote Rosinante,character,defer,rest+trashFromHand,,replacement-effect,"[Opponent's Turn] If your blue {Navy} type Character would be removed from the field by your opponent's effect, you may rest this Character and trash 1 card from your hand instead."
OP12,OP12-051,Hina,character,needsPrimitive,rest+trashFromHand,,negate-effect,[Activate: Main] You may rest this Character and trash 1 card from your hand: Up to 1 of your opponent's Characters with a base cost of 4 or less cannot activate [Blocker] during this turn.
OP12,OP12-058,I Will Make Whitebeard the King of the Pirates,event,needsPrimitive,addKeyword+draw,unrecognized,,"[Main] If your Leader's type includes ""Whitebeard Pirates"", reveal 1 card from the top of your deck. If that card is a Character card with a type including ""Whitebeard Pirates"" and a cost of 9 or less, you may play that card. If you do, that Character gains [Rush] during this turn. [Trigger] Draw 1 card."
OP12,OP12-060,Boeuf Burst,event,expressible,draw+moveCards,,,"[Main] If your Leader is multicolored, choose one:• Return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand.• If you have 6 or less cards in your hand, draw 2 cards."
OP12,OP12-061,Donquixote Rosinante,leader,defer,,unrecognized,replacement-effect,"[Once Per Turn] If your [Trafalgar Law] would be K.O.'d, you may add 1 card from the top of your Life cards to your hand instead.[Activate: Main] [Once Per Turn] DON!! −1: The next time you play [Trafalgar Law] with a cost of 4 or more from your hand during this turn, the cost will be reduced by 2."
OP12,OP12-070,Sanji,character,defer,addPower+trashFromHand,,replacement-effect,"This Character gains +1000 power for every 5 Events in your trash.If this Character would be removed from the field by your opponent's effect, you may return 1 DON!! card from your field to your DON!! deck instead."
OP12,OP12-072,Zeff,character,expressible,addKeyword,,,"When a DON!! card on your field is returned to your DON!! deck, if your Leader is [Sanji], this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)"
OP12,OP12-073,Trafalgar Law,character,expressible,addDonFromDeck+addPower,,,"[On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and set it as active. Then, all of your [Donquixote Rosinante] and {Heart Pirates} type Characters gain +1000 power until the end of your opponent's next End Phase."
OP12,OP12-074,Patty,character,expressible,trashFromHand+addDonFromDeck,,,"[On Play] You may trash 1 Event from your hand: If your Leader is [Sanji], add up to 1 DON!! card from your DON!! deck and set it as active."
OP12,OP12-077,"The ""Extinguishes All Sound Created by Your Influence"" Technique",event,needsPrimitive,addPower+draw,unrecognized,negate-effect,"[Main] Select up to 1 of your [Trafalgar Law] cards and that card gains +2000 power during this turn. Then, if the selected card attacks during this turn, your opponent cannot activate [Blocker]. [Trigger] Draw 1 card."
OP12,OP12-080,Baratie,stage,needsPrimitive,searchTopDeck+playFromHand,unrecognized,,"[Activate: Main] You may place this Stage at the bottom of the owner's deck: If your Leader is [Sanji], look at 3 cards from the top of your deck; reveal up to 1 Event and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Play this card."
OP12,OP12-081,Koala,leader,defer,draw,unrecognized,custom-trigger,"When this Leader attacks your opponent's Leader, if you have 2 or more Characters with a cost of 8 or more, draw 1 card.[Once Per Turn] This effect can be activated when your opponent plays a Character with a base cost of 8 or more, or when your opponent plays a Character using a Character's effect. Your opponent adds 1 card from the top of their Life cards to their hand."
OP12,OP12-085,Karasu,character,needsPrimitive,addCost,unrecognized,,"If your Leader has the {Revolutionary Army} type, this Character gains +3 cost.[When Attacking] If your Leader has the {Revolutionary Army} type and your opponent has 5 or more cards in their hand, your opponent trashes 1 card from their hand."
OP12,OP12-098,Hair Removal Fist,event,expressible,addPower+draw+trashFromHand,,,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have a {Revolutionary Army} type Character with a cost of 8 or more, that card gains an additional +2000 power during this battle. [Trigger] Draw 1 card and trash 1 card from the top of your deck."
OP12,OP12-099,Kalgara,character,needsPrimitive,draw,unrecognized,,"[Your Turn] When a card is removed from your or your opponent's Life cards, draw 1 card. Then, you cannot draw cards using your own effects during this turn."
OP12,OP12-101,Jewelry Bonney,character,expressible,addPower+rest+playFromHand,,,"[Activate: Main] You may rest this Character: Your {Supernovas} type Leader gains +1000 power until the end of your opponent's next turn. [Trigger] If your Leader has the {Supernovas} type, play this card."
OP12,OP12-117,Slam Gibson,event,expressible,rest+addPower,,,"[Main] You may rest 5 of your DON!! cards: If your Leader has the {Supernovas} type, add up to 1 Character with a cost of 9 or less to the top or bottom of the owner's Life cards face-down.[Counter] Your Leader gains +3000 power during this battle."
OP12,OP12-118,Jewelry Bonney,character,needsPrimitive,addKeyword+draw+trashFromHand,unrecognized,,"[Blocker][On Play] If you have 8 or more rested cards, draw 2 cards and trash 1 card from your hand. Then, set up to 1 of your DON!! cards as active."
OP12,OP12-119,Bartholomew Kuma,character,expressible,trashFromHand+moveCards+addCost,,,"[On Play] You may trash 1 card from your hand: Add up to 1 card from the top of your deck to the top of your Life cards. Then, this Character gains +2 cost until the end of your opponent's next End Phase.[Opponent's Turn] [On K.O.] Add up to 1 card from the top of your deck to the top of your Life cards."
OP13,OP13-001,Monkey.D.Luffy,leader,needsPrimitive,addPower,unrecognized,,"[DON!! x1] [On Your Opponent's Attack] If you have 5 or less active DON!! cards, you may rest any number of your DON!! cards. For every DON!! card rested this way, this Leader or up to 1 of your {Straw Hat Crew} type Characters gains +2000 power during this battle."
OP13,OP13-002,Portgas.D.Ace,leader,expressible,draw+addPower+trashFromHand,,,"[On Your Opponent's Attack] [Once Per Turn] You may trash 1 card from your hand: Give up to 1 of your opponent's Leader or Character cards −2000 power during this battle.[DON!! x1] [Once Per Turn] When you take damage or your Character with 6000 base power or more is K.O.'d, draw 1 card."
OP13,OP13-007,Ace & Sabo & Luffy,character,expressible,addPower+trashFromHand,,,[Activate: Main] You may give 1 of your active DON!! cards to 1 of your Leader or Character cards and trash this Character: Give up to 1 of your opponent's Characters −3000 power during this turn.
