set,cardNumber,name,category,status,compiledAbilities,effectAbilities,triggers,parserReview,effectText
OP09,OP09-011,Hongo,character,complete,1,1,activateMain,yes,"[Activate: Main] You may rest this Character: If your Leader has the {Red-Haired Pirates} type, give up to 1 of your opponent's Characters −2000 power during this turn."
OP09,OP09-012,Monster,character,unimplemented,0,1,,yes,"If your Character [Bonk Punch] would be K.O.'d by an effect, you may trash this Character instead."
OP09,OP09-013,Yasopp,character,partial,1,2,whenAttacking,,[On Play] Up to 1 of your Leader gains +1000 power until the end of your opponent's next turn.[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −1000 power during this turn.
OP09,OP09-014,Limejuice,character,unimplemented,0,1,,yes,[On Play] Your opponent cannot activate up to 1 [Blocker] Character that has 4000 power or less during this turn.
OP09,OP09-015,Lucky.Roux,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] If your Leader has the {Red-Haired Pirates} type, K.O. up to 1 of your opponent's Characters with a base power of 6000 or less."
OP09,OP09-016,Rockstar,character,unimplemented,0,1,,yes,Red-Haired Pirates
OP09,OP09-017,Wire,character,keyword,0,0,,yes,"[DON!! x1] If your Leader has 7000 power or more and the {Kid Pirates} type, this Character gains [Rush]."
OP09,OP09-019,Nobody Hurts a Friend of Mine!!!!,event,partial,1,2,trigger,yes,"[Main] If your Leader has the {Red-Haired Pirates} type, give up to 1 of your opponent's Characters −3000 power during this turn. Then, if your opponent has a Character with 5000 or more power, draw 1 card. [Trigger] Draw 1 card."
OP09,OP09-020,Come On!! We'll Fight You!!,event,complete,2,2,activateMain|trigger,yes,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 {Red-Haired Pirates} type card other than [Come On!! We'll Fight You!!] and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Draw 1 card."
OP09,OP09-021,Red Force,stage,complete,1,1,activateMain,yes,"[Activate: Main] You may rest this Stage: If your Leader has the {Red-Haired Pirates} type, give up to 1 of your opponent's Characters −1000 power during this turn."
OP09,OP09-022,Lim,leader,unimplemented,0,2,,yes,"Your Character cards are played rested.[Activate: Main] [Once Per Turn] You may rest 3 of your DON!! cards: Add up to 1 DON!! card from your DON!! deck and rest it, and play up to 1 {ODYSSEY} type Character card with a cost of 5 or less from your hand."
OP09,OP09-023,Adio,character,unimplemented,0,2,,yes,"[On Play] If your Leader has the {ODYSSEY} type, set up to 3 of your DON!! cards as active.[On Your Opponent's Attack] [Once Per Turn] You may rest 1 of your DON!! cards: Up to 1 of your Leader or Character cards gains +2000 power during this battle."
OP09,OP09-024,Usopp,character,unimplemented,0,1,,yes,"[On Play] If you have 2 or more rested Characters, draw 2 cards and trash 2 cards from your hand."
OP09,OP09-025,Crocodile,character,unimplemented,0,1,,yes,"If your Leader has the {ODYSSEY} type, this Character cannot be K.O.'d in battle by Leaders."
OP09,OP09-026,Sakazuki,character,unimplemented,0,1,,yes,"[On Play] If you have 2 or more rested Characters, K.O. up to 1 of your opponent's Characters with a cost of 5 or less."
OP09,OP09-027,Sabo,character,unimplemented,0,1,,yes,"[When Attacking] [Once Per Turn] If you have 3 or more rested Characters, draw 1 card."
OP09,OP09-028,Sanji,character,unimplemented,0,1,,yes,[On K.O.] You may add 1 card from the top or bottom of your Life cards to your hand: Play up to 1 {ODYSSEY} or {Straw Hat Crew} type Character card with a cost of 4 or less from your trash rested.
OP09,OP09-029,Tony Tony.Chopper,character,unimplemented,0,1,,yes,[End of Your Turn] Set up to 1 of your {ODYSSEY} type Characters with a cost of 4 or less as active.
OP09,OP09-030,Trafalgar Law,character,unimplemented,0,1,,yes,[On Play] You may return 1 of your Characters to the owner's hand: Play up to 1 {ODYSSEY} type Character card with a cost of 3 or less other than [Trafalgar Law] from your hand.
OP09,OP09-031,Donquixote Doflamingo,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[End of Your Turn] If you have 2 or more rested Characters, set this Character as active."
OP09,OP09-032,Donquixote Rosinante,character,unimplemented,0,1,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Your Opponent's Attack] [Once Per Turn] Set this Character as active."
OP09,OP09-033,Nico Robin,character,unimplemented,0,1,,yes,"[On Play] If you have 2 or more rested Characters, none of your {ODYSSEY} or {Straw Hat Crew} type Characters can be K.O.'d by effects until the end of your opponent's next turn."
OP09,OP09-034,Perona,character,complete,1,1,onPlay,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Dracule Mihawk] or {Thriller Bark Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order and trash 1 card from your hand."
OP09,OP09-035,Portgas.D.Ace,character,unimplemented,0,1,,yes,"[On Play] If you have 2 or more rested Characters, rest up to 1 of your opponent's Characters with a cost of 5 or less."
OP09,OP09-036,Monkey.D.Luffy,character,unimplemented,0,1,,yes,"[On Play] If you have 2 or more rested Characters, rest up to 1 of your opponent's DON!! cards or Characters with a cost of 6 or less."
OP09,OP09-037,Lim,character,partial,1,2,onPlay,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {ODYSSEY} type card other than [Lim] and add it to your hand. Then, place the rest at the bottom of your deck in any order.[End of Your Turn] If you have 3 or more rested Characters, set this Character as active."
OP09,OP09-038,Rob Lucci,character,unimplemented,0,1,,yes,ODYSSEY/CP9
OP09,OP09-039,Gum-Gum Cuatro Jet Cross Shock Bazooka,event,unimplemented,0,2,,yes,"[Counter] If your Leader has the {ODYSSEY} type and you have 2 or more rested Characters, up to 1 of your Leader or Character cards gains +2000 power during this turn. [Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less."
OP09,OP09-040,Thunder Lance Flip Caliber Phoenix Shot,event,partial,1,2,trigger,yes,"[Main] If you have 2 or more rested Characters, K.O. up to 1 of your opponent's Characters with a cost of 4 or less. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less."
OP09,OP09-041,Soul Franky Swing Arm Boxing Solid,event,partial,1,2,trigger,yes,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if your Leader has the {ODYSSEY} type and you have 2 or more rested Characters, set up to 2 of your Characters as active. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less."
OP09,OP09-042,Buggy,leader,unimplemented,0,1,,yes,[Activate: Main] You may rest 5 of your DON!! cards and trash 1 card from your hand: Play up to 1 {Cross Guild} type Character card from your hand.
OP09,OP09-043,Alvida,character,unimplemented,0,1,,yes,"[On K.O.] If your Leader has the {Cross Guild} type, play up to 1 Character card with a cost of 5 or less other than [Alvida] from your hand."
OP09,OP09-044,Izo,character,complete,1,1,whenAttacking,yes,"[When Attacking] Look at 5 cards from the top of your deck; reveal up to 1 {Land of Wano} type card or card with a type including ""Whitebeard Pirates"" and add it to your hand. Then, place the rest at the bottom of your deck in any order and trash 1 card from your hand."
OP09,OP09-045,Cabaji,character,unimplemented,0,1,,yes,"If you have a [Buggy] or [Mohji] Character, this Character cannot be K.O.'d in battle."
OP09,OP09-046,Crocodile,character,complete,1,1,onPlay,yes,"[On Play] Play up to 1 {Cross Guild} type Character card or Character card with a type including ""Baroque Works"" with a cost of 5 or less from your hand."
OP09,OP09-047,Kouzuki Oden,character,complete,1,1,onKO,yes,[Double Attack] (This card deals 2 damage.)[On K.O.] Draw 2 cards and trash 1 card from your hand.
OP09,OP09-048,Dracule Mihawk,character,complete,1,1,onPlay,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Draw 2 cards and trash 1 card from your hand."
OP09,OP09-049,Jozu,character,unimplemented,0,1,,yes,Whitebeard Pirates
OP09,OP09-050,Nami,character,complete,1,1,whenAttacking,yes,"[When Attacking] Look at 5 cards from the top of your deck; reveal up to 1 blue Event and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP09,OP09-051,Buggy,character,unimplemented,0,1,,yes,"[On Play] Place up to 1 of your opponent's Characters at the bottom of the owner's deck. Then, if you do not have 5 Characters with a cost of 5 or more, place this Character at the bottom of the owner's deck."
OP09,OP09-052,Marco,character,unimplemented,0,1,,yes,"[Opponent's Turn] You may trash 1 card from your hand: When this Character is K.O.'d by your opponent's effect, play this Character card from your trash rested."
OP09,OP09-053,Mohji,character,complete,1,1,onPlay,yes,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Richie] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Richie] from your hand."
OP09,OP09-054,Richie,character,keyword,0,0,,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)"
OP09,OP09-055,Mr.1(Daz.Bonez),character,unimplemented,0,1,,yes,Cross Guild/Former Baroque Works
OP09,OP09-056,Mr.3(Galdino),character,complete,1,1,onPlay,yes,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Cross Guild} type card or card with a type including ""Baroque Works"" other than [Mr.3(Galdino)] and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP09,OP09-057,Cross Guild,event,partial,1,3,activateMain,yes,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 {Cross Guild} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect."
OP09,OP09-058,Special Muggy Ball,event,unimplemented,0,2,,yes,[Main] Your opponent chooses 1 of their Character with a cost of 6 or less and return to the owner's hand. [Trigger] Return up to 1 Character with a cost of 3 or less to the owner's hand.
OP09,OP09-059,Murder at the Steam Bath,event,partial,1,2,trigger,yes,"[Counter] Up to 1 of your Leader or Character cards gains +3000 power during this battle. Then, trash up to 2 cards from your hand. Trash the same number of cards from the top of your deck as you did from your hand. [Trigger] Draw 1 card."
OP09,OP09-060,Emptee Bluffs Island,stage,unimplemented,0,1,,yes,"[Activate: Main] You may place 2 cards from your hand at the bottom of your deck in any order and rest this Stage: If your Leader has the {Cross Guild} type, draw 2 cards."
OP09,OP09-061,Monkey.D.Luffy,leader,unimplemented,0,1,,yes,"[DON!! x1] All of your Characters gain +1 cost.[Your Turn] [Once Per Turn] When 2 or more DON!! cards on your field are returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active, and add up to 1 additional DON!! card and rest it."
OP09,OP09-062,Nico Robin,leader,unimplemented,0,2,,yes,"[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)[When Attacking] You may trash 1 card with a [Trigger] from your hand: Add up to 1 DON!! card from your DON!! deck and rest it."
OP09,OP09-063,Usopp,character,unimplemented,0,1,,yes,Straw Hat Crew
OP09,OP09-064,Killer,character,unimplemented,0,1,,yes,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Set up to 1 of your {Kid Pirates} type Leader as active.
OP09,OP09-065,Sanji,character,unimplemented,0,1,,yes,"[On Play] You may return 1 or more DON!! cards from your field to your DON!! deck: This Character gains [Rush] during this turn. Then, rest up to 1 of your opponent's Characters with a cost of 6 or less."
OP09,OP09-066,Jean Bart,character,unimplemented,0,1,,yes,"[On Play] If your opponent has more DON!! cards on their field than you, K.O. up to 1 of your opponent's Characters with a cost of 3 or less."
OP09,OP09-067,Jinbe,character,unimplemented,0,1,,yes,Fish-Man/Straw Hat Crew
OP09,OP09-068,Tony Tony.Chopper,character,unimplemented,0,1,,yes,"[End of Your Turn] You may return 1 or more DON!! cards from your field to your DON!! deck: Set this Character as active. Then, this Character gains [Blocker] until the end of your opponent's next turn."
OP09,OP09-069,Trafalgar Law,character,complete,1,1,onPlay,yes,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} or {Heart Pirates} type card with a cost of 2 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order."
