set,cardNumber,name,category,timings,detectedOps,optional,conditional,parserReview,effectText
OP12,OP12-116,We'll Ring the Bell Waiting for You!!,event,activateMain|custom,lookTopDeck+draw,,,yes,"[Main] Look at 5 cards from the top of your deck; reveal a total of up to 2 {Shandian Warrior} type Character cards or [Mont Blanc Noland] and add them to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Draw 1 card."
OP12,OP12-117,Slam Gibson,event,activateMain|counter,rest+modifyPower,yes,yes,yes,"[Main] You may rest 5 of your DON!! cards: If your Leader has the {Supernovas} type, add up to 1 Character with a cost of 9 or less to the top or bottom of the owner's Life cards face-down.[Counter] Your Leader gains +3000 power during this battle."
OP12,OP12-118,Jewelry Bonney,character,onPlay,grantKeyword+draw+trash,,yes,yes,"[Blocker][On Play] If you have 8 or more rested cards, draw 2 cards and trash 1 card from your hand. Then, set up to 1 of your DON!! cards as active."
OP12,OP12-119,Bartholomew Kuma,character,onPlay|onKO,trash+lifeChange+modifyCost,yes,,yes,"[On Play] You may trash 1 card from your hand: Add up to 1 card from the top of your deck to the top of your Life cards. Then, this Character gains +2 cost until the end of your opponent's next End Phase.[Opponent's Turn] [On K.O.] Add up to 1 card from the top of your deck to the top of your Life cards."
OP13,OP13-001,Monkey.D.Luffy,leader,onOpponentsAttack,modifyPower,,,yes,"[DON!! x1] [On Your Opponent's Attack] If you have 5 or less active DON!! cards, you may rest any number of your DON!! cards. For every DON!! card rested this way, this Leader or up to 1 of your {Straw Hat Crew} type Characters gains +2000 power during this battle."
OP13,OP13-002,Portgas.D.Ace,leader,onOpponentsAttack,draw+modifyPower+trash,yes,,yes,"[On Your Opponent's Attack] [Once Per Turn] You may trash 1 card from your hand: Give up to 1 of your opponent's Leader or Character cards −2000 power during this battle.[DON!! x1] [Once Per Turn] When you take damage or your Character with 6000 base power or more is K.O.'d, draw 1 card."
OP13,OP13-003,Gol.D.Roger,leader,custom,modifyPower,,yes,yes,"If you have any DON!! cards on your field, 1 DON!! card placed during your DON!! Phase is given to your Leader.If you have 9 or less DON!! cards on your field, give this Leader −2000 power."
OP13,OP13-004,Sabo,leader,custom,modifyPower,,yes,yes,"If you have 4 or more Life cards, give this Leader −1000 power.[DON!! x1] If you have a Character with a cost of 8 or more, your Leader and all of your Characters gain +1000 power."
OP13,OP13-005,Inazuma,character,onPlay,giveDon,,,yes,[On Play] Give up to 1 rested DON!! card to your Leader.
OP13,OP13-006,Woop Slap,character,onPlay,giveDon,,,yes,[On Play] Give up to 2 rested DON!! cards to 1 of your [Monkey.D.Luffy] cards.
OP13,OP13-007,Ace & Sabo & Luffy,character,activateMain,modifyPower+trash,yes,,yes,[Activate: Main] You may give 1 of your active DON!! cards to 1 of your Leader or Character cards and trash this Character: Give up to 1 of your opponent's Characters −3000 power during this turn.
OP13,OP13-008,Emporio.Ivankov,character,custom,trash,yes,yes,yes,"If your {Revolutionary Army} type Character would be K.O.'d by your opponent's effect, you may trash this Character instead."
OP13,OP13-012,Nefeltari Vivi,character,onPlay,lookTopDeck,,,yes,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Alabasta} or {Straw Hat Crew} type card with a cost of 2 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP13,OP13-014,Portgas.D.Rouge,character,custom,modifyPower,,,,[Trigger] Up to 1 of your [Portgas.D.Ace] cards gains +3000 power during this turn.
OP13,OP13-015,Makino,character,activateMain,modifyPower+rest,yes,,yes,[Activate: Main] You may rest this Character: Up to 1 of your [Monkey.D.Luffy] cards gains +2000 power during this turn.
OP13,OP13-016,Monkey.D.Garp,character,onPlay,lookTopDeck,,yes,yes,"[On Play] If your Leader is [Sabo], [Portgas.D.Ace] or [Monkey.D.Luffy], look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 3 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order."
OP13,OP13-017,Monkey.D.Dragon,character,custom,modifyPower,yes,yes,yes,"[Once Per Turn] If your {Revolutionary Army} type Character would be removed from the field by your opponent's effect, you may give this Character −2000 power during this turn instead."
OP13,OP13-019,But Ace Here Said You Deserved It!!,event,activateMain|counter,modifyPower+rest+ko,yes,,yes,"[Main] You may rest 4 of your DON!! cards: Give up to 1 of your opponent's Characters −3000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 3000 power or less.[Counter] Your Leader gains +3000 power during this battle."
OP13,OP13-020,Meteor Fist,event,activateMain|custom,modifyPower,,,yes,[Main] Give up to 1 of your opponent's Characters −5000 power during this turn. [Trigger] Activate this card's [Main] effect.
OP13,OP13-021,Gum-Gum Gatling Gun,event,activateMain|custom,giveDon+modifyPower,,,yes,"[Main] Give up to 1 rested DON!! card to 1 of your [Monkey.D.Luffy] cards. Then, give up to 1 of your opponent's Characters −2000 power during this turn. [Trigger] Give up to 1 of your opponent's Characters −2000 power during this turn."
OP13,OP13-022,Windmill Village,stage,activateMain,modifyPower+rest,yes,,yes,[Activate: Main] You may rest this Stage: Up to 1 of your Characters with 2000 base power or less gains +1000 power during this turn.
OP13,OP13-023,Uta,character,onPlay|onKO,playCard,,,yes,"[On Play] Set up to 2 of your DON!! cards as active. Then, you cannot play Character cards with a base cost of 5 or more during this turn.[On K.O.] Play up to 1 Character card with a cost of 5 or less from your hand rested."
OP13,OP13-024,Gordon,character,onPlay,(none),,,yes,[On Play] You may reveal 1 {Music} or {FILM} type card from your hand: Set up to 2 of your DON!! cards as active at the end of this turn.
OP13,OP13-025,Koby,character,onPlay,(none),,,yes,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] If your Leader has the {FILM} type or the <Strike> attribute, set up to 1 of your DON!! cards as active."
OP13,OP13-026,Sunny-Kun,character,activateMain,modifyPower+rest,yes,,yes,[Activate: Main] [Once Per Turn] You may rest 1 of your DON!! cards: This Character gains +2000 power until the end of your opponent's next turn.
OP13,OP13-027,Sanji,character,onPlay|endOfYourTurn,(none),,,yes,"[On Play] Set up to 2 of your DON!! cards as active.[End of Your Turn] If your Leader has the {FILM} or {Straw Hat Crew} type, set up to 1 of your DON!! cards as active."
OP13,OP13-028,Shanks,character,onPlay,(none),,,yes,"[On Play] Set all of your DON!! cards as active. Then, you cannot play cards from your hand during this turn."
OP13,OP13-030,Tony Tony.Chopper,character,onPlay,(none),,,yes,[On Play] Set up to 2 of your DON!! cards as active.
OP13,OP13-031,Trafalgar Law,character,onPlay,returnToHand+playCard,yes,,yes,"If you have 1 or less Life cards, this Character gains [Blocker].[On Play] You may return 1 of your Characters to the owner's hand: Play up to 1 Character card with a cost of 5 or less from your hand rested."
OP13,OP13-032,Nico Robin,character,onPlay,(none),,,yes,[On Play] Up to 1 of your opponent's Characters with a cost of 8 or less cannot be rested until the end of your opponent's next End Phase.
OP13,OP13-033,Franky,character,onKO,rest,,,yes,[On K.O.] Rest up to 2 of your opponent's cards.
OP13,OP13-034,Brook,character,onPlay,(none),,,yes,"[On Play] If your Leader has the {FILM} or {Straw Hat Crew} type, set up to 1 of your DON!! cards as active."
OP13,OP13-035,Bepo,character,endOfYourTurn,(none),,,yes,[End of Your Turn] Set this Character or up to 1 of your DON!! cards as active.
OP13,OP13-037,Roronoa Zoro,character,onPlay|endOfYourTurn,(none),,,yes,"[On Play] If your Leader has the {FILM} or {Straw Hat Crew} type, set up to 2 of your DON!! cards as active.[End of Your Turn] Set this Character as active."
OP13,OP13-038,Gum-Gum Elephant Gun,event,activateMain|custom,rest,,,yes,"[Main] Rest up to 1 of your opponent's Characters with a cost of 5 or less. Then, set up to 2 of your DON!! cards as active at the end of this turn. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 5 or less."
OP13,OP13-039,Gum-Gum Snake Shot,event,counter|custom,ko,,,yes,[Counter] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less. [Trigger] Activate this card's [Counter] effect.
OP13,OP13-040,I Know You're Strong... So I'll Go All Out from the Very Start!!!,event,activateMain|counter,rest+modifyPower,yes,,yes,[Main] You may rest 2 of your DON!! cards: Up to 2 of your opponent's rested Characters with a cost of 7 or less will not become active in your opponent's next Refresh Phase.[Counter] Your Leader gains +3000 power during this battle.
OP13,OP13-041,Izo,character,onPlay,draw,,,,[On Play] Draw 2 cards.
OP13,OP13-042,Edward.Newgate,character,onPlay,grantKeyword+draw+trash+giveDon,,,yes,"[Blocker][On Play] Draw 2 cards and trash 1 card from your hand. Then, give your Leader and 1 Character up to 2 rested DON!! cards each."
OP13,OP13-043,Otama,character,onPlay,draw+trash,,yes,yes,"[On Play] If you have 3 or less Life cards, draw 2 cards and trash 1 card from your hand."
OP13,OP13-044,Curiel,character,whenAttacking|onKO,giveDon+draw,,,yes,"[When Attacking] Give up to 1 rested DON!! card to your Leader with a type including ""Whitebeard Pirates"" or 1 Character with a type including ""Whitebeard Pirates"".[On K.O.] Draw 1 card."
OP13,OP13-045,Haruta,character,whenAttacking,draw,,yes,yes,"[When Attacking] If you have 4 or less cards in your hand, draw 1 card."
OP13,OP13-046,Vista,character,custom,grantKeyword+trash,yes,yes,yes,"[Double Attack][Once Per Turn] If this Character would be K.O.'d or would be removed from the field by your opponent's effect, you may trash 1 card with a type including ""Whitebeard Pirates"" from your hand instead."
OP13,OP13-047,Fossa,character,custom,trash,yes,yes,yes,"If your Character with a type including ""Whitebeard Pirates"" would be K.O.'d by your opponent's effect, you may trash this Character instead."
OP13,OP13-050,Boa Sandersonia,character,onPlay,playCard,,yes,yes,"[On Play] If your Leader is [Boa Hancock], play up to 1 [Boa Hancock] with a cost of 3 or less from your hand."
OP13,OP13-051,Boa Hancock,character,onKO,draw,,yes,yes,"[On K.O.] If your Leader is [Boa Hancock] or multicolored, draw 2 cards."
OP13,OP13-052,Boa Marigold,character,onPlay,grantKeyword+playCard,,yes,yes,"[Blocker][On Play] If your Leader is [Boa Hancock], play up to 1 [Boa Hancock] with a cost of 6 or less from your hand."
OP13,OP13-053,Marshall.D.Teach,character,whenAttacking,draw+grantKeyword+trash,yes,,yes,"[When Attacking] You may trash 1 of your Characters with a type including ""Whitebeard Pirates"": Draw 1 card and this Character gains [Banish] during this turn."
OP13,OP13-054,Yamato,character,onPlay,draw+giveDon,,yes,yes,"[On Play] If you have 3 or less Life cards, draw 2 cards. Then, give up to 1 rested DON!! card to your Leader."
OP13,OP13-055,Rakuyo,character,whenAttacking,modifyPower,,yes,yes,"[When Attacking] If you have 4 or less cards in your hand, all of your Characters with a type including ""Whitebeard Pirates"" gain +1000 power during this turn."
OP13,OP13-056,LittleOars Jr.,character,whenAttacking,draw,,yes,yes,"[When Attacking] If your Leader's type includes ""Whitebeard Pirates"", draw 1 card."
OP13,OP13-057,"If I Bowed Down to Power, What's the Point in Living?",event,activateMain|counter,rest+modifyPower,yes,yes,yes,"[Main] You may rest 1 of your DON!! cards: If you have 1 or less Life cards, your opponent cannot activate [Blocker] whenever your Leader attacks during this turn.[Counter] Your Leader gains +3000 power during this battle."
OP13,OP13-058,Phoenix Pyreapple,event,activateMain|counter,rest+modifyPower,yes,,yes,[Main] You may rest 1 of your DON!! cards: Place up to 1 of your opponent's Characters with 3000 power or less at the bottom of the owner's deck.[Counter] Your Leader gains +3000 power during this battle.
OP13,OP13-059,Brilliant Punk,event,activateMain|custom,returnToHand+draw,yes,,yes,[Main] You may return 1 of your Characters to the owner's hand: Return up to 1 Character with a cost of 6 or less to the owner's hand. [Trigger] Draw 1 card.
OP13,OP13-060,Amatsuki Toki,character,custom,trash,yes,yes,yes,"If your Character with a type including ""Roger Pirates"" would be K.O.'d by your opponent's effect, you may trash this Character instead."
OP13,OP13-061,Inuarashi,character,onPlay,rest+donFromDeck+ko,,yes,yes,"[On Play] If you have any DON!! cards given, add up to 1 DON!! card from your DON!! deck and rest it. Then, K.O. up to 1 of your opponent's Characters with a cost of 1 or less."
OP13,OP13-062,Crocus,character,onPlay|whenAttacking,donFromDeck+returnToHand,,yes,yes,"[On Play] If you have any DON!! cards given, add up to 1 DON!! card from your DON!! deck and set it as active.[When Attacking] Return up to 1 of your opponent's Characters with a base power of 3000 or less to the owner's hand."
